,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.0,1.0456696843860922,0.5700835862080146,0.0,0.3096964460607961,0.0,0.0,0.0,0.0,0.0,0.0,0.4368343245657677,0.0,0.0,0.0,0.4193139727842757,0.0,1.9207814734942286,0.6846110631397679,0.0,0.6156165401653851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5537758918368801,0.0,0.0
1,0.3096723919845136,0.45748048691891535,0.44537780172501135,0.0,0.13549219515159833,0.4276367680219363,0.36554810919595915,0.1203900894172198,0.0,1.1866297997437367,0.3927364189609016,0.5392173693858695,1.0961875751619996,0.5368215653589241,0.36636849062691706,0.1834498630931206,0.10947828768501403,0.4169138082002977,1.2308810306191684,0.0,1.0196148946489192,0.0,0.8227653637166122,0.7886881339053317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11996661565141217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06962758674794113,0.0,0.26478744442586044,0.21416425821938134,0.0870698756940054
2,0.08847782628128958,0.0,0.6324364784495161,0.0,1.190395714546185,0.2901820925863139,0.3307340035582488,0.20638301042951962,1.14159993700355,0.3155930318467385,0.7106659009768697,0.3071491344603054,0.20237309079913834,0.0,4.579606132836463,0.0786213698970517,0.09383853230144058,1.5336472230225238,0.4824202310207692,0.7629745583755235,0.32704628696286087,0.0,2.2195530742122562,0.1100495070565579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1390882094803461,0.0,0.0,0.30085235090220697,0.0,0.07532900798350613,0.13115916453882237,0.0,0.0,0.017619960046944015,0.07542988564360288,0.0,0.19645520070305775,0.21892346395758983,0.018139557436251126
3,0.0,0.0,0.0,0.0,0.6097148781821924,0.0,0.5396186373845111,1.0835108047549782,0.5529624694860945,0.7952944402537809,0.5797537613232358,0.2115916259615437,0.5227971512311075,0.0,0.0,0.4062104111347671,0.0,0.0,1.1280120107691514,0.0,0.19879284109507228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722649953368783,0.0,0.09751580614608302,0.0,0.0
4,0.0,0.0,0.0,0.0,0.6097148781821924,0.0,0.5396186373845111,1.0835108047549782,0.5529624694860945,0.7952944402537809,0.5797537613232358,0.2115916259615437,0.5227971512311075,0.0,0.0,0.4062104111347671,0.0,0.0,1.1280120107691514,0.0,0.19879284109507228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07121003190130343,0.0,0.09609221773519129,0.0,0.0
5,0.0,0.0,0.0,0.0,1.7904325787889777,0.0,0.0,3.1817380774550945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11762842306659752,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,1.8581786763647767,0.0,0.0,0.0,0.0,0.8079181615276505,1.7953664866784074,0.8736686491315354,0.0,0.0,0.0,1.257941918352827,0.0,0.47647292365748306,1.3656749186985009,0.0,0.4104110267769234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02848401276052137,0.0,0.11673424969312127,0.06424927746581441,0.0
7,0.0,0.0,0.0,0.0,1.819466620607177,0.0,0.0,3.2333338300624743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10866123386421116,0.0,0.0,0.0,0.0
8,0.22119456570322396,0.0,0.40974757758701047,0.0,0.5903588503033926,0.0,0.5222115845656559,0.0,1.641049909442603,0.959402816814085,1.4213318019537393,0.6279493415632911,0.0,0.0,0.0,0.0,0.0,0.22334668296444518,0.43630653246731327,8.416563097079994,1.2825344586778857,0.0,0.0,0.2751237676413948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3645212824573394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7521308772555174,0.0,0.0,0.0,0.0,0.0,0.0,0.1429475455203943,0.0,0.1288347511857009,0.2415296912140801,0.039907026359752476
9,0.08847782628128958,0.19606306582239225,0.6858818146565175,0.0,0.1838822648485977,0.4887277348822128,0.6614680071164976,0.0,0.1070249940940828,0.0,0.0,0.4368343245657677,0.42161060583153825,0.0,0.31403013482307174,0.0,0.0,0.17867734637155613,0.5923836660328562,0.14305772969541064,0.4552997328306494,0.0,0.3635474862933868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15864412675549291,0.0,0.0,0.0,0.0,0.07047984018777606,0.015824451533622982,0.0,0.17367778612879017,0.09637391619872161,0.0
